content,score,at,thumbsUpCount,source,app_name,text,clean_text,sentiment_compound,sentiment_positive,sentiment_negative,sentiment_label,cluster_id,topic_category
"over complicated. Coming from keep and samsung notes,I don t think this app will survive more than ⁵min ..Opps..5min gone.Still don t understand half of the useless features. Sorry Delete!",3,2026-02-16 09:43:00,1,play_store,Notion,"over complicated. Coming from keep and samsung notes,I don t think this app will survive more than ⁵min ..Opps..5min gone.Still don t understand half of the useless features. Sorry Delete!",over complicated coming from keep and samsung notes i don t think this app will survive more than ⁵min opps 5min gone still don t understand half of the useless features sorry delete,-0.4767,0.0,0.117,negative,4,Other
not able to access offline pages with internet when I am offline. looks like these offline notes are not being downloaded properly when u have images in notes and needs internet everytime u try to open offline pages,1,2026-01-20 16:48:29,0,play_store,Notion,not able to access offline pages with internet when I am offline. looks like these offline notes are not being downloaded properly when u have images in notes and needs internet everytime u try to open offline pages,not able to access offline pages with internet when i am offline looks like these offline notes are not being downloaded properly when u have images in notes and needs internet everytime u try to open offline pages,-0.128,0.06,0.145,negative,0,Other
"It's been years since many bugs were reported, and nothing changes. Makes me consider other systems. Painfully annoying that the only way to load white pages (i.e. pages with content that are not loading for some reason, blank screen) is to close and open the app again, and then to load the page. Sometimes it can be dozens of times a day. Sometimes it can ruin your work, since closing the app in the middle of the process is not always a good idea. But that's the only option. Really, Notion?",1,2025-11-04 13:41:11,9,play_store,Notion,"It's been years since many bugs were reported, and nothing changes. Makes me consider other systems. Painfully annoying that the only way to load white pages (i.e. pages with content that are not loading for some reason, blank screen) is to close and open the app again, and then to load the page. Sometimes it can be dozens of times a day. Sometimes it can ruin your work, since closing the app in the middle of the process is not always a good idea. But that's the only option. Really, Notion?",it's been years since many bugs were reported and nothing changes makes me consider other systems painfully annoying that the only way to load white pages i e pages with content that are not loading for some reason blank screen is to close and open the app again and then to load the page sometimes it can be dozens of times a day sometimes it can ruin your work since closing the app in the middle of the process is not always a good idea but that's the only option really notion,-0.7313,0.0,0.085,negative,0,Other
"It's the best Second Brain app you could use. I have been using it for years and my life has improved drastically, it changed how I took notes, remembered things and got reminders of things... if you want to save anything you can do that too... I just wish that there were more locally stored embed files you can attach videos and photos instead of uploading it, I wanted to create like a track giving with notes you know what I mean... if it's related voice note or a pic i can just attach that pic",4,2025-12-21 09:46:37,30,play_store,Notion,"It's the best Second Brain app you could use. I have been using it for years and my life has improved drastically, it changed how I took notes, remembered things and got reminders of things... if you want to save anything you can do that too... I just wish that there were more locally stored embed files you can attach videos and photos instead of uploading it, I wanted to create like a track giving with notes you know what I mean... if it's related voice note or a pic i can just attach that pic",it's the best second brain app you could use i have been using it for years and my life has improved drastically it changed how i took notes remembered things and got reminders of things if you want to save anything you can do that too i just wish that there were more locally stored embed files you can attach videos and photos instead of uploading it i wanted to create like a track giving with notes you know what i mean if it's related voice note or a pic i can just attach that pic,0.9612,0.196,0.0,positive,4,Other
"If this is Mac App Store, I'll give it 5/5. It is so slow against on computer(in some region, to fix that, you need take 10s to turn on the VPN to use), so I got a feeling that don't want to use this mobile app but I have to sometimes. It has no animation, lag on mid-end Android device. You can't insert the second photo sometimes. And there's no way to use custom emoji on mobile. You can't customize the database interface on mobile. You can't sort the properties on mobile.",3,2026-01-03 19:34:57,6,play_store,Notion,"If this is Mac App Store, I'll give it 5/5. It is so slow against on computer(in some region, to fix that, you need take 10s to turn on the VPN to use), so I got a feeling that don't want to use this mobile app but I have to sometimes. It has no animation, lag on mid-end Android device. You can't insert the second photo sometimes. And there's no way to use custom emoji on mobile. You can't customize the database interface on mobile. You can't sort the properties on mobile.",if this is mac app store i'll give it 5 5 it is so slow against on computer in some region to fix that you need take 10s to turn on the vpn to use so i got a feeling that don't want to use this mobile app but i have to sometimes it has no animation lag on mid-end android device you can't insert the second photo sometimes and there's no way to use custom emoji on mobile you can't customize the database interface on mobile you can't sort the properties on mobile,-0.4417,0.038,0.067,negative,1,Features
"in fact, there ate many things to be improved and added. for example, Notion doesn't show covers of pages even I add covers. when I add a cover to a page, I see the cover when I click on the page but in the preview of the page in gallery view it shows either another cover or it doesn't show it at all. you should fix this in the mobile and the desktop app. further more, there are more and more features you should add. the ability to draw in the page without external whiteboards, adding shapes...",3,2025-11-30 03:47:39,2,play_store,Notion,"in fact, there ate many things to be improved and added. for example, Notion doesn't show covers of pages even I add covers. when I add a cover to a page, I see the cover when I click on the page but in the preview of the page in gallery view it shows either another cover or it doesn't show it at all. you should fix this in the mobile and the desktop app. further more, there are more and more features you should add. the ability to draw in the page without external whiteboards, adding shapes...",in fact there ate many things to be improved and added for example notion doesn't show covers of pages even i add covers when i add a cover to a page i see the cover when i click on the page but in the preview of the page in gallery view it shows either another cover or it doesn't show it at all you should fix this in the mobile and the desktop app further more there are more and more features you should add the ability to draw in the page without external whiteboards adding shapes,0.6124,0.05,0.0,positive,0,Other
"Learning to use Notion requires a college degree. SO customisable in the dumbest ways, but then you can't resize calendars, can't change background colours, can't use a colour picker. In other words, it has so many fancy features to the point of being completely user-unfriendly, but when it comes to the most basic features that every app needs to have, it's completely lacking? Why can I add my own code, before I can resize elements? Notion is also full of bugs on everything but PC, it's insane",2,2025-10-28 06:46:50,32,play_store,Notion,"Learning to use Notion requires a college degree. SO customisable in the dumbest ways, but then you can't resize calendars, can't change background colours, can't use a colour picker. In other words, it has so many fancy features to the point of being completely user-unfriendly, but when it comes to the most basic features that every app needs to have, it's completely lacking? Why can I add my own code, before I can resize elements? Notion is also full of bugs on everything but PC, it's insane",learning to use notion requires a college degree so customisable in the dumbest ways but then you can't resize calendars can't change background colours can't use a colour picker in other words it has so many fancy features to the point of being completely user-unfriendly but when it comes to the most basic features that every app needs to have it's completely lacking why can i add my own code before i can resize elements notion is also full of bugs on everything but pc it's insane,-0.6908,0.0,0.063,negative,1,Features
"it's a great workspace to balance student life and actual life but customising some of these templates with arithmetic is difficult, for example most of the budget templates. when I try to pull out or adjust a table, an arithmetic tab that's so confusing shows up, and honestly I can't deal with that when I'm in a rush. So I just hope that could be fixed or a tutorial can be put for all templates that do that. I do acknowledge the creators that do that but they don't get into detail",4,2025-10-19 15:45:15,4,play_store,Notion,"it's a great workspace to balance student life and actual life but customising some of these templates with arithmetic is difficult, for example most of the budget templates. when I try to pull out or adjust a table, an arithmetic tab that's so confusing shows up, and honestly I can't deal with that when I'm in a rush. So I just hope that could be fixed or a tutorial can be put for all templates that do that. I do acknowledge the creators that do that but they don't get into detail",it's a great workspace to balance student life and actual life but customising some of these templates with arithmetic is difficult for example most of the budget templates when i try to pull out or adjust a table an arithmetic tab that's so confusing shows up and honestly i can't deal with that when i'm in a rush so i just hope that could be fixed or a tutorial can be put for all templates that do that i do acknowledge the creators that do that but they don't get into detail,0.6495,0.104,0.062,positive,2,UX & design
"It's amazing as a student, even highschool. The free version is surprisingly good, you only need paid when having a collaborative account. This is a must-have for a student. -2 stars due to poor intergration of Notion Calendar, being a completely seperate service, as well as their large emphasis on Notion AI.",3,2025-12-31 00:14:25,7,play_store,Notion,"It's amazing as a student, even highschool. The free version is surprisingly good, you only need paid when having a collaborative account. This is a must-have for a student. -2 stars due to poor intergration of Notion Calendar, being a completely seperate service, as well as their large emphasis on Notion AI.",it's amazing as a student even highschool the free version is surprisingly good you only need paid when having a collaborative account this is a must-have for a student -2 stars due to poor intergration of notion calendar being a completely seperate service as well as their large emphasis on notion ai,0.8807,0.226,0.049,positive,5,Features
"Glitchy and hard to correct. This had been recommended to me for Project Management. I've used a variety of tools for organisation and planning before, so always open to trying a new format. The basis of this app is good, as you can prompt AI to create what you need, ready for you to start. However, the problems come with the way the app flows. It glitches when you try to give certain commands so you then need to go to the main tab and click 'Undo' repeatedly just to get back to where you were.",2,2025-12-29 17:40:05,6,play_store,Notion,"Glitchy and hard to correct. This had been recommended to me for Project Management. I've used a variety of tools for organisation and planning before, so always open to trying a new format. The basis of this app is good, as you can prompt AI to create what you need, ready for you to start. However, the problems come with the way the app flows. It glitches when you try to give certain commands so you then need to go to the main tab and click 'Undo' repeatedly just to get back to where you were.",glitchy and hard to correct this had been recommended to me for project management i've used a variety of tools for organisation and planning before so always open to trying a new format the basis of this app is good as you can prompt ai to create what you need ready for you to start however the problems come with the way the app flows it glitches when you try to give certain commands so you then need to go to the main tab and click 'undo' repeatedly just to get back to where you were,0.743,0.109,0.039,positive,5,Features
"Notion is very useful for everyday planning and helped me a lot take care of planning for college studies and art projects. The customization options are phenomal once you get the hang of the learning curve. What's RUINING the experience for me however is their choice to not only add an AI assistant but to use it for its main marketing while only giving the choice to disable it for paying members, it's unethical, a nuisance, and i hope they give me the choice to remove it. Thank you!",1,2025-12-04 05:02:33,2,play_store,Notion,"Notion is very useful for everyday planning and helped me a lot take care of planning for college studies and art projects. The customization options are phenomal once you get the hang of the learning curve. What's RUINING the experience for me however is their choice to not only add an AI assistant but to use it for its main marketing while only giving the choice to disable it for paying members, it's unethical, a nuisance, and i hope they give me the choice to remove it. Thank you!",notion is very useful for everyday planning and helped me a lot take care of planning for college studies and art projects the customization options are phenomal once you get the hang of the learning curve what's ruining the experience for me however is their choice to not only add an ai assistant but to use it for its main marketing while only giving the choice to disable it for paying members it's unethical a nuisance and i hope they give me the choice to remove it thank you,0.815,0.141,0.058,positive,2,UX & design
"I love how it basically syncs on both my phone and laptop and I can edit the notes across anywhere almost instantly, I used the AI, and if i do ever get my adult money it's something I see myself paying for because it's really good, especially for complex minds that have a hard time starting projects and mapping things out. easy 5 stars",5,2025-10-20 02:30:17,3,play_store,Notion,"I love how it basically syncs on both my phone and laptop and I can edit the notes across anywhere almost instantly, I used the AI, and if i do ever get my adult money it's something I see myself paying for because it's really good, especially for complex minds that have a hard time starting projects and mapping things out. easy 5 stars",i love how it basically syncs on both my phone and laptop and i can edit the notes across anywhere almost instantly i used the ai and if i do ever get my adult money it's something i see myself paying for because it's really good especially for complex minds that have a hard time starting projects and mapping things out easy 5 stars,0.8718,0.144,0.02,positive,5,Features
"this app is really good especially when writing stories, because you can just ask the Notion Ai to search somethings if needed. But I've encountered a bug on my Android phone, whenever I'm typing it suddenly clicks the Capital button (I don't know what it's called) and it's really frustrating because I have to delete, and retype over and over again. I hope you guys see this review, and ix this bug.😅",2,2025-12-19 21:01:57,9,play_store,Notion,"this app is really good especially when writing stories, because you can just ask the Notion Ai to search somethings if needed. But I've encountered a bug on my Android phone, whenever I'm typing it suddenly clicks the Capital button (I don't know what it's called) and it's really frustrating because I have to delete, and retype over and over again. I hope you guys see this review, and ix this bug.😅",this app is really good especially when writing stories because you can just ask the notion ai to search somethings if needed but i've encountered a bug on my android phone whenever i'm typing it suddenly clicks the capital button i don't know what it's called and it's really frustrating because i have to delete and retype over and over again i hope you guys see this review and ix this bug,0.1672,0.075,0.054,positive,5,Features
"The app deserves 0 stars. Use the browser instead—just save the website as an icon. I love Notion on desktop, but the app is useless. Bitwarden tries to save everything I type, some desktop features are missing for no reason, and there’s no link to location services—so you can’t record where you took a photo or filled gas. They’re clearly slacking in app development. This 1 star is for the app, not Notion overall.",1,2025-11-10 22:04:03,8,play_store,Notion,"The app deserves 0 stars. Use the browser instead—just save the website as an icon. I love Notion on desktop, but the app is useless. Bitwarden tries to save everything I type, some desktop features are missing for no reason, and there’s no link to location services—so you can’t record where you took a photo or filled gas. They’re clearly slacking in app development. This 1 star is for the app, not Notion overall.",the app deserves 0 stars use the browser instead just save the website as an icon i love notion on desktop but the app is useless bitwarden tries to save everything i type some desktop features are missing for no reason and there s no link to location services so you can t record where you took a photo or filled gas they re clearly slacking in app development this 1 star is for the app not notion overall,0.1154,0.131,0.127,positive,0,Other
"The phone app can be a little glitchy at times, but so far this has shown better potential than other organizational note apps I've used. It does have a learning curve (which I'm still learning) but I love the built-in database feature. Hopefully it remains accessible to free users. So far I haven't personally hit too many major issues with paywalls, which is refreshing and keeps it on my radar.",4,2025-11-06 21:51:32,3,play_store,Notion,"The phone app can be a little glitchy at times, but so far this has shown better potential than other organizational note apps I've used. It does have a learning curve (which I'm still learning) but I love the built-in database feature. Hopefully it remains accessible to free users. So far I haven't personally hit too many major issues with paywalls, which is refreshing and keeps it on my radar.",the phone app can be a little glitchy at times but so far this has shown better potential than other organizational note apps i've used it does have a learning curve which i'm still learning but i love the built-in database feature hopefully it remains accessible to free users so far i haven't personally hit too many major issues with paywalls which is refreshing and keeps it on my radar,0.962,0.211,0.0,positive,4,Other
There is a bug for the last two updates where i cannot edit the property. it is very annoying so please update and fix the problem,3,2026-03-11 12:57:20,1,play_store,Notion,There is a bug for the last two updates where i cannot edit the property. it is very annoying so please update and fix the problem,there is a bug for the last two updates where i cannot edit the property it is very annoying so please update and fix the problem,-0.3339,0.104,0.178,negative,3,Bugs & crashes
"The user-friendliness level is very low. As a first-time user, I couldn't do anything. The built-in AI assistant is not competent enough to correctly suggest how to change the application's language. By the time I finally managed to get it to tell me where the language settings might be, my usage limit had run out... and they offered me a subscription. A SUBSCRIPTION TO WHAT?! TO SOME APPLICATION I HAVEN'T EVEN TRIED YET? FOR NON-EXISTENT FUNCTIONALITY? I think we'll look for another applicati",1,2025-12-28 00:03:39,11,play_store,Notion,"The user-friendliness level is very low. As a first-time user, I couldn't do anything. The built-in AI assistant is not competent enough to correctly suggest how to change the application's language. By the time I finally managed to get it to tell me where the language settings might be, my usage limit had run out... and they offered me a subscription. A SUBSCRIPTION TO WHAT?! TO SOME APPLICATION I HAVEN'T EVEN TRIED YET? FOR NON-EXISTENT FUNCTIONALITY? I think we'll look for another applicati",the user-friendliness level is very low as a first-time user i couldn't do anything the built-in ai assistant is not competent enough to correctly suggest how to change the application's language by the time i finally managed to get it to tell me where the language settings might be my usage limit had run out and they offered me a subscription a subscription to what to some application i haven't even tried yet for non-existent functionality i think we'll look for another applicati,-0.5195,0.0,0.051,negative,5,Features
I literally spent 5 hours writing and then BOOM everything disappears without any trace? I checked the version and there is nothing.,2,2026-03-25 20:32:10,1,play_store,Notion,I literally spent 5 hours writing and then BOOM everything disappears without any trace? I checked the version and there is nothing.,i literally spent 5 hours writing and then boom everything disappears without any trace i checked the version and there is nothing,-0.34,0.0,0.103,negative,1,Features
+++ Very powerful. - Some ideas cannot be implemented. - The app is not fast on Pixel 9.,4,2026-03-15 20:55:01,0,play_store,Notion,+++ Very powerful. - Some ideas cannot be implemented. - The app is not fast on Pixel 9.,very powerful - some ideas cannot be implemented - the app is not fast on pixel 9,0.4754,0.162,0.0,positive,2,UX & design
"Great tool, but app is buggy, laggy, and awkward compared to browser version.",3,2026-03-27 01:49:00,0,play_store,Notion,"Great tool, but app is buggy, laggy, and awkward compared to browser version.",great tool but app is buggy laggy and awkward compared to browser version,0.1655,0.165,0.123,positive,1,Features
"Real good app with maybe in need of a tiny bit more of development. Still, awesome!",4,2026-03-24 07:24:35,0,play_store,Notion,"Real good app with maybe in need of a tiny bit more of development. Still, awesome!",real good app with maybe in need of a tiny bit more of development still awesome,0.7906,0.333,0.0,positive,2,UX & design
Since last update (march 16 2026) I can't see any images. I have the message The image could be loaded. Update : everything is alright thank you!,5,2026-03-17 23:27:52,1,play_store,Notion,Since last update (march 16 2026) I can't see any images. I have the message The image could be loaded. Update : everything is alright thank you!,since last update march 16 2026 i can't see any images i have the message the image could be loaded update everything is alright thank you,0.5423,0.158,0.0,positive,3,Bugs & crashes
"really good app, only issue being that once you create a space, for instance ""calm space"" you cannot delete that space afterwords so be careful of making a space you may not want!",3,2026-01-19 05:27:09,2,play_store,Notion,"really good app, only issue being that once you create a space, for instance ""calm space"" you cannot delete that space afterwords so be careful of making a space you may not want!",really good app only issue being that once you create a space for instance calm space you cannot delete that space afterwords so be careful of making a space you may not want,0.8047,0.245,0.032,positive,3,Bugs & crashes
"GREAT app. I'm autistic, so making lists and categorizing things is my jam. However, in the least crass terms I can manage: we all hate the AI BS.",2,2026-02-21 02:04:29,1,play_store,Notion,"GREAT app. I'm autistic, so making lists and categorizing things is my jam. However, in the least crass terms I can manage: we all hate the AI BS.",great app i'm autistic so making lists and categorizing things is my jam however in the least crass terms i can manage we all hate the ai bs,0.1027,0.121,0.109,positive,5,Features
"I love the browser version of notion but the app is buggy - especially with images. I like uploading images to my notion but the images often break and I've learnt not to take the photo in the app itself, sometimes it works, sometimes it uploads only to break later. I've had a few times where nothing will load.",2,2025-11-12 10:01:38,2,play_store,Notion,"I love the browser version of notion but the app is buggy - especially with images. I like uploading images to my notion but the images often break and I've learnt not to take the photo in the app itself, sometimes it works, sometimes it uploads only to break later. I've had a few times where nothing will load.",i love the browser version of notion but the app is buggy - especially with images i like uploading images to my notion but the images often break and i've learnt not to take the photo in the app itself sometimes it works sometimes it uploads only to break later i've had a few times where nothing will load,0.705,0.093,0.0,positive,0,Other
"the best application for notes, kanban board, and much more I like the databases and tables, we can manage and do more then just taking notes ...",5,2026-02-07 09:11:33,0,play_store,Notion,"the best application for notes, kanban board, and much more I like the databases and tables, we can manage and do more then just taking notes ...",the best application for notes kanban board and much more i like the databases and tables we can manage and do more then just taking notes,0.7893,0.225,0.0,positive,4,Other
I love this idea of organizing data into blocks within blocks. Unlimited possibilities for making whatever you want.,5,2026-03-21 09:29:34,12,play_store,Notion,I love this idea of organizing data into blocks within blocks. Unlimited possibilities for making whatever you want.,i love this idea of organizing data into blocks within blocks unlimited possibilities for making whatever you want,0.4019,0.236,0.163,positive,3,Bugs & crashes
"I already updated the app and am still getting the ""update required"" pop up please add an option for no on pop ups like those i just want to get my notes to copy my paper",2,2026-03-12 15:14:39,0,play_store,Notion,"I already updated the app and am still getting the ""update required"" pop up please add an option for no on pop ups like those i just want to get my notes to copy my paper",i already updated the app and am still getting the update required pop up please add an option for no on pop ups like those i just want to get my notes to copy my paper,0.4404,0.151,0.055,positive,3,Bugs & crashes
new. seems ok. the widgets for todo list / weekly list really need to be visible. pointless having widgets otherwise,2,2026-03-28 22:04:12,0,play_store,Notion,new. seems ok. the widgets for todo list / weekly list really need to be visible. pointless having widgets otherwise,new seems ok the widgets for todo list weekly list really need to be visible pointless having widgets otherwise,0.296,0.109,0.0,positive,1,Features
"the app offers such a painful experience. offline pages aren't cached, the text input in the AI chat can't keep up with moderately fast typing... it's so frustrating. and almost everything has issues syncing. integrations with other apps do not work, you have to set that up manually. can't justify paying for a service that cannot figure out a useable mobile app...",2,2026-01-16 06:58:32,1,play_store,Notion,"the app offers such a painful experience. offline pages aren't cached, the text input in the AI chat can't keep up with moderately fast typing... it's so frustrating. and almost everything has issues syncing. integrations with other apps do not work, you have to set that up manually. can't justify paying for a service that cannot figure out a useable mobile app...",the app offers such a painful experience offline pages aren't cached the text input in the ai chat can't keep up with moderately fast typing it's so frustrating and almost everything has issues syncing integrations with other apps do not work you have to set that up manually can't justify paying for a service that cannot figure out a useable mobile app,-0.7987,0.0,0.121,negative,5,Features
"Notion is useful for many things. it's fine if you only use it on pc. However, the mobile app is too damn slow. It lags by just scrolling. My databases arent even that big. Even on blank pages, the app lags. If the notion team can fix this, Id happily change this into a 5 star rating.",2,2025-11-06 07:50:37,8,play_store,Notion,"Notion is useful for many things. it's fine if you only use it on pc. However, the mobile app is too damn slow. It lags by just scrolling. My databases arent even that big. Even on blank pages, the app lags. If the notion team can fix this, Id happily change this into a 5 star rating.",notion is useful for many things it's fine if you only use it on pc however the mobile app is too damn slow it lags by just scrolling my databases arent even that big even on blank pages the app lags if the notion team can fix this id happily change this into a 5 star rating,0.1531,0.124,0.115,positive,0,Other
"app is very good overall. its just its a bit slow and has some features are missing that i would have liked. overall good app, gets the job done",4,2026-02-11 11:46:46,2,play_store,Notion,"app is very good overall. its just its a bit slow and has some features are missing that i would have liked. overall good app, gets the job done",app is very good overall its just its a bit slow and has some features are missing that i would have liked overall good app gets the job done,0.7713,0.246,0.061,positive,3,Bugs & crashes
it's a complete tool. There is a lot factored into it to make your work seamless and your experience wholesome,5,2026-03-31 11:50:57,0,play_store,Notion,it's a complete tool. There is a lot factored into it to make your work seamless and your experience wholesome,it's a complete tool there is a lot factored into it to make your work seamless and your experience wholesome,0.0,0.0,0.0,neutral,2,UX & design
"Heard good things about it, so tried a bit. Dropped it due to the complexity of workflow. Tried it for the second time after a while. Cannot go back anymore lol. All these must-have productivity features with a seamless synchronization across devices, all for free! Cannot appreciate you guys enough!",5,2026-01-10 17:24:05,6,play_store,Notion,"Heard good things about it, so tried a bit. Dropped it due to the complexity of workflow. Tried it for the second time after a while. Cannot go back anymore lol. All these must-have productivity features with a seamless synchronization across devices, all for free! Cannot appreciate you guys enough!",heard good things about it so tried a bit dropped it due to the complexity of workflow tried it for the second time after a while cannot go back anymore lol all these must-have productivity features with a seamless synchronization across devices all for free cannot appreciate you guys enough,0.7745,0.157,0.039,positive,3,Bugs & crashes
Notion is increasing the value as a partner in daily business and life tasks. it's a great app. The solution focus is valuable. keep going Notion with your great work.,5,2026-03-27 02:21:13,0,play_store,Notion,Notion is increasing the value as a partner in daily business and life tasks. it's a great app. The solution focus is valuable. keep going Notion with your great work.,notion is increasing the value as a partner in daily business and life tasks it's a great app the solution focus is valuable keep going notion with your great work,0.9432,0.39,0.0,positive,1,Features
Does not work with a bluetooth keyboard on Tablet. I use my pixel tablet to write on the go and when I try to use this app with a keyboard it doesn't work at all. Each time I try to type content in the app it displaces my cursor and I can no longer write. It's extremely frustrating. The mobile and PC app with onscreen keyboard seems fine but this bug makes the app completely unusable with a bluetooth keyboard. Im quite disappointed.,1,2025-10-14 10:21:24,47,play_store,Notion,Does not work with a bluetooth keyboard on Tablet. I use my pixel tablet to write on the go and when I try to use this app with a keyboard it doesn't work at all. Each time I try to type content in the app it displaces my cursor and I can no longer write. It's extremely frustrating. The mobile and PC app with onscreen keyboard seems fine but this bug makes the app completely unusable with a bluetooth keyboard. Im quite disappointed.,does not work with a bluetooth keyboard on tablet i use my pixel tablet to write on the go and when i try to use this app with a keyboard it doesn't work at all each time i try to type content in the app it displaces my cursor and i can no longer write it's extremely frustrating the mobile and pc app with onscreen keyboard seems fine but this bug makes the app completely unusable with a bluetooth keyboard im quite disappointed,-0.7837,0.016,0.093,negative,1,Features
"Annoying & glitchy. When I try to upload an image, it sometimes doesn't open up my gallery. And then it stays that way until you reopen the app, no matter how many times you click the button. And you can't just upload the image later as this glitch deletes your work… → If you write something while this glitch is going on, when you reopen the app later to add the image, everything you wrote with the glitch gets deleted. And sometimes you can't even copy paste text correctly!! This app is torture",1,2025-11-05 12:26:01,53,play_store,Notion,"Annoying & glitchy. When I try to upload an image, it sometimes doesn't open up my gallery. And then it stays that way until you reopen the app, no matter how many times you click the button. And you can't just upload the image later as this glitch deletes your work… → If you write something while this glitch is going on, when you reopen the app later to add the image, everything you wrote with the glitch gets deleted. And sometimes you can't even copy paste text correctly!! This app is torture",annoying glitchy when i try to upload an image it sometimes doesn't open up my gallery and then it stays that way until you reopen the app no matter how many times you click the button and you can't just upload the image later as this glitch deletes your work if you write something while this glitch is going on when you reopen the app later to add the image everything you wrote with the glitch gets deleted and sometimes you can't even copy paste text correctly this app is torture,-0.77,0.0,0.08,negative,0,Other
"Does everything I need and is highly customizable. Recurring tasks could use some improvement, but overall it’s a great app.",5,2026-01-15 16:49:32,2,play_store,Notion,"Does everything I need and is highly customizable. Recurring tasks could use some improvement, but overall it’s a great app.",does everything i need and is highly customizable recurring tasks could use some improvement but overall it s a great app,0.8248,0.287,0.0,positive,1,Features
"⭐️⭐️⭐️⭐️⭐️ Absolutely Essential Productivity App! Notion has completely transformed the way I organize my work, studies, and personal life. The flexibility it offers is unmatched—I can build anything from simple to-do lists to full project dashboards, databases, and documentation all in one place. The interface is clean, smooth, and intuitive, and the sync between devices is seamless.",5,2025-11-24 22:19:48,9,play_store,Notion,"⭐️⭐️⭐️⭐️⭐️ Absolutely Essential Productivity App! Notion has completely transformed the way I organize my work, studies, and personal life. The flexibility it offers is unmatched—I can build anything from simple to-do lists to full project dashboards, databases, and documentation all in one place. The interface is clean, smooth, and intuitive, and the sync between devices is seamless.",absolutely essential productivity app notion has completely transformed the way i organize my work studies and personal life the flexibility it offers is unmatched i can build anything from simple to-do lists to full project dashboards databases and documentation all in one place the interface is clean smooth and intuitive and the sync between devices is seamless,0.5859,0.084,0.022,positive,2,UX & design
"So far, so good. Thanks for the fact that the app auto saves so accidents are few. Truly appreciate this app and the many functions and features.",5,2026-02-19 09:31:43,0,play_store,Notion,"So far, so good. Thanks for the fact that the app auto saves so accidents are few. Truly appreciate this app and the many functions and features.",so far so good thanks for the fact that the app auto saves so accidents are few truly appreciate this app and the many functions and features,0.8707,0.34,0.079,positive,1,Features
It's a really good app to be honest. Bugs sometimes when you first open it and immediately open a new note but I'm sure that will be fixed with an update. Other than that everything works as it should and the most important this is that it's the only notes app I've found that can hold the size of words I need my phone notes app to hold. Cheers to the devs.,5,2025-12-15 20:08:47,3,play_store,Notion,It's a really good app to be honest. Bugs sometimes when you first open it and immediately open a new note but I'm sure that will be fixed with an update. Other than that everything works as it should and the most important this is that it's the only notes app I've found that can hold the size of words I need my phone notes app to hold. Cheers to the devs.,it's a really good app to be honest bugs sometimes when you first open it and immediately open a new note but i'm sure that will be fixed with an update other than that everything works as it should and the most important this is that it's the only notes app i've found that can hold the size of words i need my phone notes app to hold cheers to the devs,0.9183,0.173,0.0,positive,3,Bugs & crashes
"I'm building it 8 trackers that impact different areas of my life / different ambitions. It's amazing at what all you can use it for once you learn a few of the simple methods it uses for tracking data. If you are in doubt, hit YouTube and you'll find so many tutorials and guides to build out exactly what you need.",5,2025-11-16 19:44:54,2,play_store,Notion,"I'm building it 8 trackers that impact different areas of my life / different ambitions. It's amazing at what all you can use it for once you learn a few of the simple methods it uses for tracking data. If you are in doubt, hit YouTube and you'll find so many tutorials and guides to build out exactly what you need.",i'm building it 8 trackers that impact different areas of my life different ambitions it's amazing at what all you can use it for once you learn a few of the simple methods it uses for tracking data if you are in doubt hit youtube and you'll find so many tutorials and guides to build out exactly what you need,0.3182,0.059,0.039,positive,4,Other
"As a long-time Notion user, I'm super satisfied with the overall structure. However, the android version is even slower than the desktop, and that makes it rather frustrating to use. I still use it regardless because I have my whole workspace in it, but I'd focus on mobile optimization.",3,2025-12-04 02:27:20,2,play_store,Notion,"As a long-time Notion user, I'm super satisfied with the overall structure. However, the android version is even slower than the desktop, and that makes it rather frustrating to use. I still use it regardless because I have my whole workspace in it, but I'd focus on mobile optimization.",as a long-time notion user i'm super satisfied with the overall structure however the android version is even slower than the desktop and that makes it rather frustrating to use i still use it regardless because i have my whole workspace in it but i'd focus on mobile optimization,0.7003,0.142,0.036,positive,1,Features
"Notion is easily one of the best apps I’ve ever used for organizing my notes and ideas. It’s clean, flexible, and works perfectly for everything—class notes, tasks, or personal projects. I love how I can mix text, images, links, and tables all in one page. Syncing across devices is smooth, and the templates save a ton of time. Totally worth 5 stars!",5,2025-10-20 05:49:48,2,play_store,Notion,"Notion is easily one of the best apps I’ve ever used for organizing my notes and ideas. It’s clean, flexible, and works perfectly for everything—class notes, tasks, or personal projects. I love how I can mix text, images, links, and tables all in one page. Syncing across devices is smooth, and the templates save a ton of time. Totally worth 5 stars!",notion is easily one of the best apps i ve ever used for organizing my notes and ideas it s clean flexible and works perfectly for everything class notes tasks or personal projects i love how i can mix text images links and tables all in one page syncing across devices is smooth and the templates save a ton of time totally worth 5 stars,0.975,0.305,0.0,positive,4,Other
The app is very easy to navigate. Can be used on a daily basis. It's nice to see that AI can be used positively as well.,5,2026-02-20 13:18:56,1,play_store,Notion,The app is very easy to navigate. Can be used on a daily basis. It's nice to see that AI can be used positively as well.,the app is very easy to navigate can be used on a daily basis it's nice to see that ai can be used positively as well,0.8883,0.343,0.0,positive,5,Features
