content,score,at,thumbsUpCount,source,app_name,text
Not Arabic friendly Please make the text start automatically from right to left when using a language that's written from right to left like Arabic. edit: wow you solved the issue .. thanks,5,2026-01-16 14:14:46,1,play_store,Notion,Not Arabic friendly Please make the text start automatically from right to left when using a language that's written from right to left like Arabic. edit: wow you solved the issue .. thanks
fold screen problem ⚠️ the app working good on mobile but when it comes to the fold screen it start to get extremely buggy.. like nothing response and most of navigation buttons disappear .. i have a honor magic v3 device,1,2026-02-16 22:01:27,0,play_store,Notion,fold screen problem ⚠️ the app working good on mobile but when it comes to the fold screen it start to get extremely buggy.. like nothing response and most of navigation buttons disappear .. i have a honor magic v3 device
Easily one of my favourite apps ever. Notion is an astoundingly high quality app for notes and general organisation. I don't even need a dedicated tasks app anymore thanks to Notion's Kanban board views.,5,2026-02-14 03:14:30,1,play_store,Notion,Easily one of my favourite apps ever. Notion is an astoundingly high quality app for notes and general organisation. I don't even need a dedicated tasks app anymore thanks to Notion's Kanban board views.
I've been using Notion for over six years and this is the first time I've felt frustrated because the Favorites sidebar is missing. How do I get it back? It happens when I update on 2026-02-24,1,2026-02-24 18:27:12,4,play_store,Notion,I've been using Notion for over six years and this is the first time I've felt frustrated because the Favorites sidebar is missing. How do I get it back? It happens when I update on 2026-02-24
"Overall, a great product. The only issue I run into is that editing pages on mobile can be clunky at times, but aside from that, I’m very happy with it.",4,2026-02-16 19:32:30,1,play_store,Notion,"Overall, a great product. The only issue I run into is that editing pages on mobile can be clunky at times, but aside from that, I’m very happy with it."
"It used to be a clean way to keep running to-do lists with work and house stuff, and now all it wants to do is push AI. I've had it and am deleting it.",1,2026-02-22 23:52:32,1,play_store,Notion,"It used to be a clean way to keep running to-do lists with work and house stuff, and now all it wants to do is push AI. I've had it and am deleting it."
"I love it, useful to keep notes on ideas I have or remind myself of what I need to do! I hate the Ai though but at least they don't force me to use it like other apps :)",5,2026-02-06 11:31:07,3,play_store,Notion,"I love it, useful to keep notes on ideas I have or remind myself of what I need to do! I hate the Ai though but at least they don't force me to use it like other apps :)"
"I dint know about this app. But now im usin it, its amazing. Although its very complicated at the beginning but it really helps and make all your staff be in one place.",5,2026-02-16 20:41:44,1,play_store,Notion,"I dint know about this app. But now im usin it, its amazing. Although its very complicated at the beginning but it really helps and make all your staff be in one place."
Needs work. Better usability. Better colours. Clearer interface. More intuitive. It's kind of confusing atm.,3,2026-02-09 13:05:00,4,play_store,Notion,Needs work. Better usability. Better colours. Clearer interface. More intuitive. It's kind of confusing atm.
Notion features and interface is amazing. Tue desktop version is much better and smooth but the android interface isn't comfortable and smooth. It glitches. Needs Optimization.,3,2026-01-16 17:22:05,3,play_store,Notion,Notion features and interface is amazing. Tue desktop version is much better and smooth but the android interface isn't comfortable and smooth. It glitches. Needs Optimization.
"Give us an option to hide the AI button. There's no reason why it should be omnipresent in every UI window. Edit: and now images are broken as well. Edit2: images are back, but again, AI garbage.",1,2026-02-19 20:42:44,8,play_store,Notion,"Give us an option to hide the AI button. There's no reason why it should be omnipresent in every UI window. Edit: and now images are broken as well. Edit2: images are back, but again, AI garbage."
This app was good. But the past year it had started to get very glitchy. Button and pages dont load fast. The website loads fine but the app is terrible.,2,2026-01-24 06:41:25,0,play_store,Notion,This app was good. But the past year it had started to get very glitchy. Button and pages dont load fast. The website loads fine but the app is terrible.
"Perfectly crafted platform... but the mobile version is kind of slow, even in high end devices.",4,2026-02-16 22:30:17,1,play_store,Notion,"Perfectly crafted platform... but the mobile version is kind of slow, even in high end devices."
"it's great in general, I use to track my life, made multiple DB and trackers and works like a charm, helps me stay discipline.",5,2026-02-04 22:13:38,1,play_store,Notion,"it's great in general, I use to track my life, made multiple DB and trackers and works like a charm, helps me stay discipline."
So far so good. I urge that the app update the feature. One is That In the notes there is no content. Two. Please OptimizeThe Fold phone， Thanks， it's a good APP,4,2026-03-08 22:32:53,1,play_store,Notion,So far so good. I urge that the app update the feature. One is That In the notes there is no content. Two. Please OptimizeThe Fold phone， Thanks， it's a good APP
too much to praise. it's a simple yet powerful information formatting usage tool. one can liken it to to a Swiss army knife,5,2026-02-14 02:57:25,1,play_store,Notion,too much to praise. it's a simple yet powerful information formatting usage tool. one can liken it to to a Swiss army knife
highly useful and customizable. I have the paid and the free version use both for different things works great as a light crm as well as task list,5,2026-02-22 18:31:31,2,play_store,Notion,highly useful and customizable. I have the paid and the free version use both for different things works great as a light crm as well as task list
"that inability to cribble notes with a pencil is a deal breaker- would be happy to join back once that feature us provided, till then apple notes is still superior",1,2026-03-31 20:14:41,0,play_store,Notion,"that inability to cribble notes with a pencil is a deal breaker- would be happy to join back once that feature us provided, till then apple notes is still superior"
Support on the free version but with access to full AI for 30days I'll probably end up paying for premium.,5,2026-03-16 06:34:33,0,play_store,Notion,Support on the free version but with access to full AI for 30days I'll probably end up paying for premium.
"Databases still having sync issues, it's been around 2 weeks. Lost all my work several times because nothing gets saved (not even locally). Considering leaving personally and for my company users. Update: app getting worse per update, back button stopped working, scroll issues, and other minor bugs that simply make the use of the app a terrible user exeoeiffncd.",1,2026-01-11 23:27:01,7,play_store,Notion,"Databases still having sync issues, it's been around 2 weeks. Lost all my work several times because nothing gets saved (not even locally). Considering leaving personally and for my company users. Update: app getting worse per update, back button stopped working, scroll issues, and other minor bugs that simply make the use of the app a terrible user exeoeiffncd."
"over complicated. Coming from keep and samsung notes,I don t think this app will survive more than ⁵min ..Opps..5min gone.Still don t understand half of the useless features. Sorry Delete!",3,2026-02-16 09:43:00,1,play_store,Notion,"over complicated. Coming from keep and samsung notes,I don t think this app will survive more than ⁵min ..Opps..5min gone.Still don t understand half of the useless features. Sorry Delete!"
not able to access offline pages with internet when I am offline. looks like these offline notes are not being downloaded properly when u have images in notes and needs internet everytime u try to open offline pages,1,2026-01-20 16:48:29,0,play_store,Notion,not able to access offline pages with internet when I am offline. looks like these offline notes are not being downloaded properly when u have images in notes and needs internet everytime u try to open offline pages
"It's been years since many bugs were reported, and nothing changes. Makes me consider other systems. Painfully annoying that the only way to load white pages (i.e. pages with content that are not loading for some reason, blank screen) is to close and open the app again, and then to load the page. Sometimes it can be dozens of times a day. Sometimes it can ruin your work, since closing the app in the middle of the process is not always a good idea. But that's the only option. Really, Notion?",1,2025-11-04 13:41:11,9,play_store,Notion,"It's been years since many bugs were reported, and nothing changes. Makes me consider other systems. Painfully annoying that the only way to load white pages (i.e. pages with content that are not loading for some reason, blank screen) is to close and open the app again, and then to load the page. Sometimes it can be dozens of times a day. Sometimes it can ruin your work, since closing the app in the middle of the process is not always a good idea. But that's the only option. Really, Notion?"
"It's the best Second Brain app you could use. I have been using it for years and my life has improved drastically, it changed how I took notes, remembered things and got reminders of things... if you want to save anything you can do that too... I just wish that there were more locally stored embed files you can attach videos and photos instead of uploading it, I wanted to create like a track giving with notes you know what I mean... if it's related voice note or a pic i can just attach that pic",4,2025-12-21 09:46:37,30,play_store,Notion,"It's the best Second Brain app you could use. I have been using it for years and my life has improved drastically, it changed how I took notes, remembered things and got reminders of things... if you want to save anything you can do that too... I just wish that there were more locally stored embed files you can attach videos and photos instead of uploading it, I wanted to create like a track giving with notes you know what I mean... if it's related voice note or a pic i can just attach that pic"
"If this is Mac App Store, I'll give it 5/5. It is so slow against on computer(in some region, to fix that, you need take 10s to turn on the VPN to use), so I got a feeling that don't want to use this mobile app but I have to sometimes. It has no animation, lag on mid-end Android device. You can't insert the second photo sometimes. And there's no way to use custom emoji on mobile. You can't customize the database interface on mobile. You can't sort the properties on mobile.",3,2026-01-03 19:34:57,6,play_store,Notion,"If this is Mac App Store, I'll give it 5/5. It is so slow against on computer(in some region, to fix that, you need take 10s to turn on the VPN to use), so I got a feeling that don't want to use this mobile app but I have to sometimes. It has no animation, lag on mid-end Android device. You can't insert the second photo sometimes. And there's no way to use custom emoji on mobile. You can't customize the database interface on mobile. You can't sort the properties on mobile."
"in fact, there ate many things to be improved and added. for example, Notion doesn't show covers of pages even I add covers. when I add a cover to a page, I see the cover when I click on the page but in the preview of the page in gallery view it shows either another cover or it doesn't show it at all. you should fix this in the mobile and the desktop app. further more, there are more and more features you should add. the ability to draw in the page without external whiteboards, adding shapes...",3,2025-11-30 03:47:39,2,play_store,Notion,"in fact, there ate many things to be improved and added. for example, Notion doesn't show covers of pages even I add covers. when I add a cover to a page, I see the cover when I click on the page but in the preview of the page in gallery view it shows either another cover or it doesn't show it at all. you should fix this in the mobile and the desktop app. further more, there are more and more features you should add. the ability to draw in the page without external whiteboards, adding shapes..."
"Learning to use Notion requires a college degree. SO customisable in the dumbest ways, but then you can't resize calendars, can't change background colours, can't use a colour picker. In other words, it has so many fancy features to the point of being completely user-unfriendly, but when it comes to the most basic features that every app needs to have, it's completely lacking? Why can I add my own code, before I can resize elements? Notion is also full of bugs on everything but PC, it's insane",2,2025-10-28 06:46:50,32,play_store,Notion,"Learning to use Notion requires a college degree. SO customisable in the dumbest ways, but then you can't resize calendars, can't change background colours, can't use a colour picker. In other words, it has so many fancy features to the point of being completely user-unfriendly, but when it comes to the most basic features that every app needs to have, it's completely lacking? Why can I add my own code, before I can resize elements? Notion is also full of bugs on everything but PC, it's insane"
"it's a great workspace to balance student life and actual life but customising some of these templates with arithmetic is difficult, for example most of the budget templates. when I try to pull out or adjust a table, an arithmetic tab that's so confusing shows up, and honestly I can't deal with that when I'm in a rush. So I just hope that could be fixed or a tutorial can be put for all templates that do that. I do acknowledge the creators that do that but they don't get into detail",4,2025-10-19 15:45:15,4,play_store,Notion,"it's a great workspace to balance student life and actual life but customising some of these templates with arithmetic is difficult, for example most of the budget templates. when I try to pull out or adjust a table, an arithmetic tab that's so confusing shows up, and honestly I can't deal with that when I'm in a rush. So I just hope that could be fixed or a tutorial can be put for all templates that do that. I do acknowledge the creators that do that but they don't get into detail"
"It's amazing as a student, even highschool. The free version is surprisingly good, you only need paid when having a collaborative account. This is a must-have for a student. -2 stars due to poor intergration of Notion Calendar, being a completely seperate service, as well as their large emphasis on Notion AI.",3,2025-12-31 00:14:25,7,play_store,Notion,"It's amazing as a student, even highschool. The free version is surprisingly good, you only need paid when having a collaborative account. This is a must-have for a student. -2 stars due to poor intergration of Notion Calendar, being a completely seperate service, as well as their large emphasis on Notion AI."
"Glitchy and hard to correct. This had been recommended to me for Project Management. I've used a variety of tools for organisation and planning before, so always open to trying a new format. The basis of this app is good, as you can prompt AI to create what you need, ready for you to start. However, the problems come with the way the app flows. It glitches when you try to give certain commands so you then need to go to the main tab and click 'Undo' repeatedly just to get back to where you were.",2,2025-12-29 17:40:05,6,play_store,Notion,"Glitchy and hard to correct. This had been recommended to me for Project Management. I've used a variety of tools for organisation and planning before, so always open to trying a new format. The basis of this app is good, as you can prompt AI to create what you need, ready for you to start. However, the problems come with the way the app flows. It glitches when you try to give certain commands so you then need to go to the main tab and click 'Undo' repeatedly just to get back to where you were."
"Notion is very useful for everyday planning and helped me a lot take care of planning for college studies and art projects. The customization options are phenomal once you get the hang of the learning curve. What's RUINING the experience for me however is their choice to not only add an AI assistant but to use it for its main marketing while only giving the choice to disable it for paying members, it's unethical, a nuisance, and i hope they give me the choice to remove it. Thank you!",1,2025-12-04 05:02:33,2,play_store,Notion,"Notion is very useful for everyday planning and helped me a lot take care of planning for college studies and art projects. The customization options are phenomal once you get the hang of the learning curve. What's RUINING the experience for me however is their choice to not only add an AI assistant but to use it for its main marketing while only giving the choice to disable it for paying members, it's unethical, a nuisance, and i hope they give me the choice to remove it. Thank you!"
"I love how it basically syncs on both my phone and laptop and I can edit the notes across anywhere almost instantly, I used the AI, and if i do ever get my adult money it's something I see myself paying for because it's really good, especially for complex minds that have a hard time starting projects and mapping things out. easy 5 stars",5,2025-10-20 02:30:17,3,play_store,Notion,"I love how it basically syncs on both my phone and laptop and I can edit the notes across anywhere almost instantly, I used the AI, and if i do ever get my adult money it's something I see myself paying for because it's really good, especially for complex minds that have a hard time starting projects and mapping things out. easy 5 stars"
"this app is really good especially when writing stories, because you can just ask the Notion Ai to search somethings if needed. But I've encountered a bug on my Android phone, whenever I'm typing it suddenly clicks the Capital button (I don't know what it's called) and it's really frustrating because I have to delete, and retype over and over again. I hope you guys see this review, and ix this bug.😅",2,2025-12-19 21:01:57,9,play_store,Notion,"this app is really good especially when writing stories, because you can just ask the Notion Ai to search somethings if needed. But I've encountered a bug on my Android phone, whenever I'm typing it suddenly clicks the Capital button (I don't know what it's called) and it's really frustrating because I have to delete, and retype over and over again. I hope you guys see this review, and ix this bug.😅"
"The app deserves 0 stars. Use the browser instead—just save the website as an icon. I love Notion on desktop, but the app is useless. Bitwarden tries to save everything I type, some desktop features are missing for no reason, and there’s no link to location services—so you can’t record where you took a photo or filled gas. They’re clearly slacking in app development. This 1 star is for the app, not Notion overall.",1,2025-11-10 22:04:03,8,play_store,Notion,"The app deserves 0 stars. Use the browser instead—just save the website as an icon. I love Notion on desktop, but the app is useless. Bitwarden tries to save everything I type, some desktop features are missing for no reason, and there’s no link to location services—so you can’t record where you took a photo or filled gas. They’re clearly slacking in app development. This 1 star is for the app, not Notion overall."
"The phone app can be a little glitchy at times, but so far this has shown better potential than other organizational note apps I've used. It does have a learning curve (which I'm still learning) but I love the built-in database feature. Hopefully it remains accessible to free users. So far I haven't personally hit too many major issues with paywalls, which is refreshing and keeps it on my radar.",4,2025-11-06 21:51:32,3,play_store,Notion,"The phone app can be a little glitchy at times, but so far this has shown better potential than other organizational note apps I've used. It does have a learning curve (which I'm still learning) but I love the built-in database feature. Hopefully it remains accessible to free users. So far I haven't personally hit too many major issues with paywalls, which is refreshing and keeps it on my radar."
There is a bug for the last two updates where i cannot edit the property. it is very annoying so please update and fix the problem,3,2026-03-11 12:57:20,1,play_store,Notion,There is a bug for the last two updates where i cannot edit the property. it is very annoying so please update and fix the problem
"The user-friendliness level is very low. As a first-time user, I couldn't do anything. The built-in AI assistant is not competent enough to correctly suggest how to change the application's language. By the time I finally managed to get it to tell me where the language settings might be, my usage limit had run out... and they offered me a subscription. A SUBSCRIPTION TO WHAT?! TO SOME APPLICATION I HAVEN'T EVEN TRIED YET? FOR NON-EXISTENT FUNCTIONALITY? I think we'll look for another applicati",1,2025-12-28 00:03:39,11,play_store,Notion,"The user-friendliness level is very low. As a first-time user, I couldn't do anything. The built-in AI assistant is not competent enough to correctly suggest how to change the application's language. By the time I finally managed to get it to tell me where the language settings might be, my usage limit had run out... and they offered me a subscription. A SUBSCRIPTION TO WHAT?! TO SOME APPLICATION I HAVEN'T EVEN TRIED YET? FOR NON-EXISTENT FUNCTIONALITY? I think we'll look for another applicati"
I literally spent 5 hours writing and then BOOM everything disappears without any trace? I checked the version and there is nothing.,2,2026-03-25 20:32:10,1,play_store,Notion,I literally spent 5 hours writing and then BOOM everything disappears without any trace? I checked the version and there is nothing.
+++ Very powerful. - Some ideas cannot be implemented. - The app is not fast on Pixel 9.,4,2026-03-15 20:55:01,0,play_store,Notion,+++ Very powerful. - Some ideas cannot be implemented. - The app is not fast on Pixel 9.
"Great tool, but app is buggy, laggy, and awkward compared to browser version.",3,2026-03-27 01:49:00,0,play_store,Notion,"Great tool, but app is buggy, laggy, and awkward compared to browser version."
"Real good app with maybe in need of a tiny bit more of development. Still, awesome!",4,2026-03-24 07:24:35,0,play_store,Notion,"Real good app with maybe in need of a tiny bit more of development. Still, awesome!"
Since last update (march 16 2026) I can't see any images. I have the message The image could be loaded. Update : everything is alright thank you!,5,2026-03-17 23:27:52,1,play_store,Notion,Since last update (march 16 2026) I can't see any images. I have the message The image could be loaded. Update : everything is alright thank you!
"really good app, only issue being that once you create a space, for instance ""calm space"" you cannot delete that space afterwords so be careful of making a space you may not want!",3,2026-01-19 05:27:09,2,play_store,Notion,"really good app, only issue being that once you create a space, for instance ""calm space"" you cannot delete that space afterwords so be careful of making a space you may not want!"
"GREAT app. I'm autistic, so making lists and categorizing things is my jam. However, in the least crass terms I can manage: we all hate the AI BS.",2,2026-02-21 02:04:29,1,play_store,Notion,"GREAT app. I'm autistic, so making lists and categorizing things is my jam. However, in the least crass terms I can manage: we all hate the AI BS."
"I love the browser version of notion but the app is buggy - especially with images. I like uploading images to my notion but the images often break and I've learnt not to take the photo in the app itself, sometimes it works, sometimes it uploads only to break later. I've had a few times where nothing will load.",2,2025-11-12 10:01:38,2,play_store,Notion,"I love the browser version of notion but the app is buggy - especially with images. I like uploading images to my notion but the images often break and I've learnt not to take the photo in the app itself, sometimes it works, sometimes it uploads only to break later. I've had a few times where nothing will load."
"the best application for notes, kanban board, and much more I like the databases and tables, we can manage and do more then just taking notes ...",5,2026-02-07 09:11:33,0,play_store,Notion,"the best application for notes, kanban board, and much more I like the databases and tables, we can manage and do more then just taking notes ..."
I love this idea of organizing data into blocks within blocks. Unlimited possibilities for making whatever you want.,5,2026-03-21 09:29:34,12,play_store,Notion,I love this idea of organizing data into blocks within blocks. Unlimited possibilities for making whatever you want.
"I already updated the app and am still getting the ""update required"" pop up please add an option for no on pop ups like those i just want to get my notes to copy my paper",2,2026-03-12 15:14:39,0,play_store,Notion,"I already updated the app and am still getting the ""update required"" pop up please add an option for no on pop ups like those i just want to get my notes to copy my paper"
new. seems ok. the widgets for todo list / weekly list really need to be visible. pointless having widgets otherwise,2,2026-03-28 22:04:12,0,play_store,Notion,new. seems ok. the widgets for todo list / weekly list really need to be visible. pointless having widgets otherwise
"the app offers such a painful experience. offline pages aren't cached, the text input in the AI chat can't keep up with moderately fast typing... it's so frustrating. and almost everything has issues syncing. integrations with other apps do not work, you have to set that up manually. can't justify paying for a service that cannot figure out a useable mobile app...",2,2026-01-16 06:58:32,1,play_store,Notion,"the app offers such a painful experience. offline pages aren't cached, the text input in the AI chat can't keep up with moderately fast typing... it's so frustrating. and almost everything has issues syncing. integrations with other apps do not work, you have to set that up manually. can't justify paying for a service that cannot figure out a useable mobile app..."
"Notion is useful for many things. it's fine if you only use it on pc. However, the mobile app is too damn slow. It lags by just scrolling. My databases arent even that big. Even on blank pages, the app lags. If the notion team can fix this, Id happily change this into a 5 star rating.",2,2025-11-06 07:50:37,8,play_store,Notion,"Notion is useful for many things. it's fine if you only use it on pc. However, the mobile app is too damn slow. It lags by just scrolling. My databases arent even that big. Even on blank pages, the app lags. If the notion team can fix this, Id happily change this into a 5 star rating."
"app is very good overall. its just its a bit slow and has some features are missing that i would have liked. overall good app, gets the job done",4,2026-02-11 11:46:46,2,play_store,Notion,"app is very good overall. its just its a bit slow and has some features are missing that i would have liked. overall good app, gets the job done"
it's a complete tool. There is a lot factored into it to make your work seamless and your experience wholesome,5,2026-03-31 11:50:57,0,play_store,Notion,it's a complete tool. There is a lot factored into it to make your work seamless and your experience wholesome
"Heard good things about it, so tried a bit. Dropped it due to the complexity of workflow. Tried it for the second time after a while. Cannot go back anymore lol. All these must-have productivity features with a seamless synchronization across devices, all for free! Cannot appreciate you guys enough!",5,2026-01-10 17:24:05,6,play_store,Notion,"Heard good things about it, so tried a bit. Dropped it due to the complexity of workflow. Tried it for the second time after a while. Cannot go back anymore lol. All these must-have productivity features with a seamless synchronization across devices, all for free! Cannot appreciate you guys enough!"
Notion is increasing the value as a partner in daily business and life tasks. it's a great app. The solution focus is valuable. keep going Notion with your great work.,5,2026-03-27 02:21:13,0,play_store,Notion,Notion is increasing the value as a partner in daily business and life tasks. it's a great app. The solution focus is valuable. keep going Notion with your great work.
Does not work with a bluetooth keyboard on Tablet. I use my pixel tablet to write on the go and when I try to use this app with a keyboard it doesn't work at all. Each time I try to type content in the app it displaces my cursor and I can no longer write. It's extremely frustrating. The mobile and PC app with onscreen keyboard seems fine but this bug makes the app completely unusable with a bluetooth keyboard. Im quite disappointed.,1,2025-10-14 10:21:24,47,play_store,Notion,Does not work with a bluetooth keyboard on Tablet. I use my pixel tablet to write on the go and when I try to use this app with a keyboard it doesn't work at all. Each time I try to type content in the app it displaces my cursor and I can no longer write. It's extremely frustrating. The mobile and PC app with onscreen keyboard seems fine but this bug makes the app completely unusable with a bluetooth keyboard. Im quite disappointed.
"Annoying & glitchy. When I try to upload an image, it sometimes doesn't open up my gallery. And then it stays that way until you reopen the app, no matter how many times you click the button. And you can't just upload the image later as this glitch deletes your work… → If you write something while this glitch is going on, when you reopen the app later to add the image, everything you wrote with the glitch gets deleted. And sometimes you can't even copy paste text correctly!! This app is torture",1,2025-11-05 12:26:01,53,play_store,Notion,"Annoying & glitchy. When I try to upload an image, it sometimes doesn't open up my gallery. And then it stays that way until you reopen the app, no matter how many times you click the button. And you can't just upload the image later as this glitch deletes your work… → If you write something while this glitch is going on, when you reopen the app later to add the image, everything you wrote with the glitch gets deleted. And sometimes you can't even copy paste text correctly!! This app is torture"
"Does everything I need and is highly customizable. Recurring tasks could use some improvement, but overall it’s a great app.",5,2026-01-15 16:49:32,2,play_store,Notion,"Does everything I need and is highly customizable. Recurring tasks could use some improvement, but overall it’s a great app."
"⭐️⭐️⭐️⭐️⭐️ Absolutely Essential Productivity App! Notion has completely transformed the way I organize my work, studies, and personal life. The flexibility it offers is unmatched—I can build anything from simple to-do lists to full project dashboards, databases, and documentation all in one place. The interface is clean, smooth, and intuitive, and the sync between devices is seamless.",5,2025-11-24 22:19:48,9,play_store,Notion,"⭐️⭐️⭐️⭐️⭐️ Absolutely Essential Productivity App! Notion has completely transformed the way I organize my work, studies, and personal life. The flexibility it offers is unmatched—I can build anything from simple to-do lists to full project dashboards, databases, and documentation all in one place. The interface is clean, smooth, and intuitive, and the sync between devices is seamless."
"So far, so good. Thanks for the fact that the app auto saves so accidents are few. Truly appreciate this app and the many functions and features.",5,2026-02-19 09:31:43,0,play_store,Notion,"So far, so good. Thanks for the fact that the app auto saves so accidents are few. Truly appreciate this app and the many functions and features."
It's a really good app to be honest. Bugs sometimes when you first open it and immediately open a new note but I'm sure that will be fixed with an update. Other than that everything works as it should and the most important this is that it's the only notes app I've found that can hold the size of words I need my phone notes app to hold. Cheers to the devs.,5,2025-12-15 20:08:47,3,play_store,Notion,It's a really good app to be honest. Bugs sometimes when you first open it and immediately open a new note but I'm sure that will be fixed with an update. Other than that everything works as it should and the most important this is that it's the only notes app I've found that can hold the size of words I need my phone notes app to hold. Cheers to the devs.
"I'm building it 8 trackers that impact different areas of my life / different ambitions. It's amazing at what all you can use it for once you learn a few of the simple methods it uses for tracking data. If you are in doubt, hit YouTube and you'll find so many tutorials and guides to build out exactly what you need.",5,2025-11-16 19:44:54,2,play_store,Notion,"I'm building it 8 trackers that impact different areas of my life / different ambitions. It's amazing at what all you can use it for once you learn a few of the simple methods it uses for tracking data. If you are in doubt, hit YouTube and you'll find so many tutorials and guides to build out exactly what you need."
"As a long-time Notion user, I'm super satisfied with the overall structure. However, the android version is even slower than the desktop, and that makes it rather frustrating to use. I still use it regardless because I have my whole workspace in it, but I'd focus on mobile optimization.",3,2025-12-04 02:27:20,2,play_store,Notion,"As a long-time Notion user, I'm super satisfied with the overall structure. However, the android version is even slower than the desktop, and that makes it rather frustrating to use. I still use it regardless because I have my whole workspace in it, but I'd focus on mobile optimization."
"Notion is easily one of the best apps I’ve ever used for organizing my notes and ideas. It’s clean, flexible, and works perfectly for everything—class notes, tasks, or personal projects. I love how I can mix text, images, links, and tables all in one page. Syncing across devices is smooth, and the templates save a ton of time. Totally worth 5 stars!",5,2025-10-20 05:49:48,2,play_store,Notion,"Notion is easily one of the best apps I’ve ever used for organizing my notes and ideas. It’s clean, flexible, and works perfectly for everything—class notes, tasks, or personal projects. I love how I can mix text, images, links, and tables all in one page. Syncing across devices is smooth, and the templates save a ton of time. Totally worth 5 stars!"
The app is very easy to navigate. Can be used on a daily basis. It's nice to see that AI can be used positively as well.,5,2026-02-20 13:18:56,1,play_store,Notion,The app is very easy to navigate. Can be used on a daily basis. It's nice to see that AI can be used positively as well.
"Super advanced notes app. Although, I have 3 issues if looked into would truly make this app the best - 1. It's not the most snappy app out there which is a really important thing for any notes/tasks app. 2. Keyboard inputs lag while typing. I have to deliberately type slower than usual. 3.. There should be a widget to display Notes/Pages rather than only the title. The point of a widget is to have a quick glance and make fast edits without opening the app.",4,2025-11-25 21:49:07,14,play_store,Notion,"Super advanced notes app. Although, I have 3 issues if looked into would truly make this app the best - 1. It's not the most snappy app out there which is a really important thing for any notes/tasks app. 2. Keyboard inputs lag while typing. I have to deliberately type slower than usual. 3.. There should be a widget to display Notes/Pages rather than only the title. The point of a widget is to have a quick glance and make fast edits without opening the app."
"The best note taking app I am currently using right now, on my android and on my windows too. I am a ""no patience"" type of person cuz I immediately quit right after taking a note and you know what, it saves on auto, no need to take any burden of not saving. However, just one con, it kinda stutter a Lil , not like way too much but a negligible bit. These people are doing a great job and i appreciate every bit of it.",5,2025-10-17 09:08:12,16,play_store,Notion,"The best note taking app I am currently using right now, on my android and on my windows too. I am a ""no patience"" type of person cuz I immediately quit right after taking a note and you know what, it saves on auto, no need to take any burden of not saving. However, just one con, it kinda stutter a Lil , not like way too much but a negligible bit. These people are doing a great job and i appreciate every bit of it."
"have been using notion for 5 years now and boy must I say it's the best note taking app available for free, while you can upgrade for extra features. As a student it's been super helpful for me to jot down quick notes, organise them later. How nice would it be if Notion could accept handwritten notes from iPads and other tablets? Notion doesn't work well with wireless keyboards for Android tablets. Something to consider for future updates, Notion.",4,2025-11-05 14:26:44,35,play_store,Notion,"have been using notion for 5 years now and boy must I say it's the best note taking app available for free, while you can upgrade for extra features. As a student it's been super helpful for me to jot down quick notes, organise them later. How nice would it be if Notion could accept handwritten notes from iPads and other tablets? Notion doesn't work well with wireless keyboards for Android tablets. Something to consider for future updates, Notion."
"please improve the search on mobile , when I search something it only takes me to the page that the content is in and not to the content itself , it works nicely on tab and PC but why not on mobile",2,2026-02-04 21:26:18,0,play_store,Notion,"please improve the search on mobile , when I search something it only takes me to the page that the content is in and not to the content itself , it works nicely on tab and PC but why not on mobile"
"the app is being very glitchy, I'm trying to type to the ai but I'm not able to type fully because the keys I'm typing always stops working in the app",1,2026-02-21 07:59:52,1,play_store,Notion,"the app is being very glitchy, I'm trying to type to the ai but I'm not able to type fully because the keys I'm typing always stops working in the app"
"it's good but there should be a toggle to turn off the AI, it was fine before AI, I wish they'd work on other stuff people actually wanted instead",3,2026-01-22 02:54:41,3,play_store,Notion,"it's good but there should be a toggle to turn off the AI, it was fine before AI, I wish they'd work on other stuff people actually wanted instead"
"If a tool meant to help me think and organize requires too much time to learn, then it is defeating its own purpose.",1,2026-03-08 18:01:35,2,play_store,Notion,"If a tool meant to help me think and organize requires too much time to learn, then it is defeating its own purpose."
"It has all the best utility for a note taking app, whether it's for personal use, college, or work. But it's really slow and heavy, whether when it's on the Android, web, or Windows. If that weren't the case, i would've given 5 stars",3,2025-10-22 17:08:59,5,play_store,Notion,"It has all the best utility for a note taking app, whether it's for personal use, college, or work. But it's really slow and heavy, whether when it's on the Android, web, or Windows. If that weren't the case, i would've given 5 stars"
"Four years and the tablet UX is still awful. It is almost impossible to make any edits on my Samsung tablet. I can't even bring up the keyboard without it disappearing on its own. Maybe instead of adding useless AI features nobody wants, how about you fix your app!!!",1,2025-11-16 09:23:04,274,play_store,Notion,"Four years and the tablet UX is still awful. It is almost impossible to make any edits on my Samsung tablet. I can't even bring up the keyboard without it disappearing on its own. Maybe instead of adding useless AI features nobody wants, how about you fix your app!!!"
"I've been using Notion for so long for everything from Personal organization and Notes to Academics. Most importantly for work requiring collaboration, scheduling as well as documentation. It's really one of the best apps you can find.",5,2025-12-29 16:21:45,5,play_store,Notion,"I've been using Notion for so long for everything from Personal organization and Notes to Academics. Most importantly for work requiring collaboration, scheduling as well as documentation. It's really one of the best apps you can find."
